PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Name
305,0,3,male,,0,0,A/5 2466,8.05,,S,"Williams, Mr. Howard Hugh ""Harry"""
306,1,1,male,0.92,1,2,113781,151.55,C22 C26,S,"Allison, Master. Hudson Trevor"
307,1,1,female,,0,0,17421,110.8833,,C,"Fleming, Miss. Margaret"
308,1,1,female,17,1,0,PC 17758,108.9,C65,C,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)"
309,0,2,male,30,1,0,P/PP 3381,24,,C,"Abelson, Mr. Samuel"
310,1,1,female,30,0,0,PC 17485,56.9292,E36,C,"Francatelli, Miss. Laura Mabel"
311,1,1,female,24,0,0,11767,83.1583,C54,C,"Hays, Miss. Margaret Bechstein"
312,1,1,female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,"Ryerson, Miss. Emily Borie"
313,0,2,female,26,1,1,250651,26,,S,"Lahtinen, Mrs. William (Anna Sylfven)"
314,0,3,male,28,0,0,349243,7.8958,,S,"Hendekovic, Mr. Ignjac"
315,0,2,male,43,1,1,F.C.C. 13529,26.25,,S,"Hart, Mr. Benjamin"
316,1,3,female,26,0,0,347470,7.8542,,S,"Nilsson, Miss. Helmina Josefina"
317,1,2,female,24,1,0,244367,26,,S,"Kantor, Mrs. Sinai (Miriam Sternin)"
318,0,2,male,54,0,0,29011,14,,S,"Moraweck, Dr. Ernest"
319,1,1,female,31,0,2,36928,164.8667,C7,S,"Wick, Miss. Mary Natalie"
320,1,1,female,40,1,1,16966,134.5,E34,C,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)"
321,0,3,male,22,0,0,A/5 21172,7.25,,S,"Dennis, Mr. Samuel"
322,0,3,male,27,0,0,349219,7.8958,,S,"Danoff, Mr. Yoto"
323,1,2,female,30,0,0,234818,12.35,,Q,"Slayter, Miss. Hilda Mary"
324,1,2,female,22,1,1,248738,29,,S,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)"
325,0,3,male,,8,2,CA. 2343,69.55,,S,"Sage, Mr. George John Jr"
326,1,1,female,36,0,0,PC 17760,135.6333,C32,C,"Young, Miss. Marie Grice"
327,0,3,male,61,0,0,345364,6.2375,,S,"Nysveen, Mr. Johan Hansen"
328,1,2,female,36,0,0,28551,13,D,S,"Ball, Mrs. (Ada E Hall)"
329,1,3,female,31,1,1,363291,20.525,,S,"Goldsmith, Mrs. Frank John (Emily Alice Brown)"
330,1,1,female,16,0,1,111361,57.9792,B18,C,"Hippach, Miss. Jean Gertrude"
331,1,3,female,,2,0,367226,23.25,,Q,"McCoy, Miss. Agnes"
332,0,1,male,45.5,0,0,113043,28.5,C124,S,"Partner, Mr. Austen"
333,0,1,male,38,0,1,PC 17582,153.4625,C91,S,"Graham, Mr. George Edward"
334,0,3,male,16,2,0,345764,18,,S,"Vander Planke, Mr. Leo Edmondus"
335,1,1,female,,1,0,PC 17611,133.65,,S,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)"
336,0,3,male,,0,0,349225,7.8958,,S,"Denkoff, Mr. Mitto"
337,0,1,male,29,1,0,113776,66.6,C2,S,"Pears, Mr. Thomas Clinton"
338,1,1,female,41,0,0,16966,134.5,E40,C,"Burns, Miss. Elizabeth Margaret"
339,1,3,male,45,0,0,7598,8.05,,S,"Dahl, Mr. Karl Edwart"
340,0,1,male,45,0,0,113784,35.5,T,S,"Blackwell, Mr. Stephen Weart"
341,1,2,male,2,1,1,230080,26,F2,S,"Navratil, Master. Edmond Roger"
342,1,1,female,24,3,2,19950,263,C23 C25 C27,S,"Fortune, Miss. Alice Elizabeth"
343,0,2,male,28,0,0,248740,13,,S,"Collander, Mr. Erik Gustaf"
344,0,2,male,25,0,0,244361,13,,S,"Sedgwick, Mr. Charles Frederick Waddington"
345,0,2,male,36,0,0,229236,13,,S,"Fox, Mr. Stanley Hubert"
346,1,2,female,24,0,0,248733,13,F33,S,"Brown, Miss. Amelia ""Mildred"""
347,1,2,female,40,0,0,31418,13,,S,"Smith, Miss. Marion Elsie"
348,1,3,female,,1,0,386525,16.1,,S,"Davison, Mrs. Thomas Henry (Mary E Finck)"
349,1,3,male,3,1,1,C.A. 37671,15.9,,S,"Coutts, Master. William Loch ""William"""
350,0,3,male,42,0,0,315088,8.6625,,S,"Dimic, Mr. Jovan"
351,0,3,male,23,0,0,7267,9.225,,S,"Odahl, Mr. Nils Martin"
352,0,1,male,,0,0,113510,35,C128,S,"Williams-Lambert, Mr. Fletcher Fellows"
353,0,3,male,15,1,1,2695,7.2292,,C,"Elias, Mr. Tannous"
354,0,3,male,25,1,0,349237,17.8,,S,"Arnold-Franchi, Mr. Josef"
355,0,3,male,,0,0,2647,7.225,,C,"Yousif, Mr. Wazli"
356,0,3,male,28,0,0,345783,9.5,,S,"Vanden Steen, Mr. Leo Peter"
357,1,1,female,22,0,1,113505,55,E33,S,"Bowerman, Miss. Elsie Edith"
358,0,2,female,38,0,0,237671,13,,S,"Funk, Miss. Annie Clemmer"
359,1,3,female,,0,0,330931,7.8792,,Q,"McGovern, Miss. Mary"
360,1,3,female,,0,0,330980,7.8792,,Q,"Mockler, Miss. Helen Mary ""Ellie"""
361,0,3,male,40,1,4,347088,27.9,,S,"Skoog, Mr. Wilhelm"
362,0,2,male,29,1,0,SC/PARIS 2167,27.7208,,C,"del Carlo, Mr. Sebastiano"
363,0,3,female,45,0,1,2691,14.4542,,C,"Barbara, Mrs. (Catherine David)"
364,0,3,male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,"Asim, Mr. Adola"
365,0,3,male,,1,0,370365,15.5,,Q,"O'Brien, Mr. Thomas"
366,0,3,male,30,0,0,C 7076,7.25,,S,"Adahl, Mr. Mauritz Nils Martin"
367,1,1,female,60,1,0,110813,75.25,D37,C,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)"
368,1,3,female,,0,0,2626,7.2292,,C,"Moussa, Mrs. (Mantoura Boulos)"
369,1,3,female,,0,0,14313,7.75,,Q,"Jermyn, Miss. Annie"
370,1,1,female,24,0,0,PC 17477,69.3,B35,C,"Aubart, Mme. Leontine Pauline"
371,1,1,male,25,1,0,11765,55.4417,E50,C,"Harder, Mr. George Achilles"
372,0,3,male,18,1,0,3101267,6.4958,,S,"Wiklund, Mr. Jakob Alfred"
373,0,3,male,19,0,0,323951,8.05,,S,"Beavan, Mr. William Thomas"
374,0,1,male,22,0,0,PC 17760,135.6333,,C,"Ringhini, Mr. Sante"
375,0,3,female,3,3,1,349909,21.075,,S,"Palsson, Miss. Stina Viola"
376,1,1,female,,1,0,PC 17604,82.1708,,C,"Meyer, Mrs. Edgar Joseph (Leila Saks)"
377,1,3,female,22,0,0,C 7077,7.25,,S,"Landergren, Miss. Aurora Adelia"
378,0,1,male,27,0,2,113503,211.5,C82,C,"Widener, Mr. Harry Elkins"
379,0,3,male,20,0,0,2648,4.0125,,C,"Betros, Mr. Tannous"
380,0,3,male,19,0,0,347069,7.775,,S,"Gustafsson, Mr. Karl Gideon"
381,1,1,female,42,0,0,PC 17757,227.525,,C,"Bidois, Miss. Rosalie"
382,1,3,female,1,0,2,2653,15.7417,,C,"Nakid, Miss. Maria (""Mary"")"
383,0,3,male,32,0,0,STON/O 2. 3101293,7.925,,S,"Tikkanen, Mr. Juho"
384,1,1,female,35,1,0,113789,52,,S,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)"
385,0,3,male,,0,0,349227,7.8958,,S,"Plotcharsky, Mr. Vasil"
386,0,2,male,18,0,0,S.O.C. 14879,73.5,,S,"Davies, Mr. Charles Henry"
387,0,3,male,1,5,2,CA 2144,46.9,,S,"Goodwin, Master. Sidney Leonard"
388,1,2,female,36,0,0,27849,13,,S,"Buss, Miss. Kate"
389,0,3,male,,0,0,367655,7.7292,,Q,"Sadlier, Mr. Matthew"
390,1,2,female,17,0,0,SC 1748,12,,C,"Lehmann, Miss. Bertha"
391,1,1,male,36,1,2,113760,120,B96 B98,S,"Carter, Mr. William Ernest"
392,1,3,male,21,0,0,350034,7.7958,,S,"Jansson, Mr. Carl Olof"
393,0,3,male,28,2,0,3101277,7.925,,S,"Gustafsson, Mr. Johan Birger"
394,1,1,female,23,1,0,35273,113.275,D36,C,"Newell, Miss. Marjorie"
395,1,3,female,24,0,2,PP 9549,16.7,G6,S,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)"
396,0,3,male,22,0,0,350052,7.7958,,S,"Johansson, Mr. Erik"
397,0,3,female,31,0,0,350407,7.8542,,S,"Olsson, Miss. Elina"
398,0,2,male,46,0,0,28403,26,,S,"McKane, Mr. Peter David"
399,0,2,male,23,0,0,244278,10.5,,S,"Pain, Dr. Alfred"
400,1,2,female,28,0,0,240929,12.65,,S,"Trout, Mrs. William H (Jessie L)"
401,1,3,male,39,0,0,STON/O 2. 3101289,7.925,,S,"Niskanen, Mr. Juha"
402,0,3,male,26,0,0,341826,8.05,,S,"Adams, Mr. John"
403,0,3,female,21,1,0,4137,9.825,,S,"Jussila, Miss. Mari Aina"
404,0,3,male,28,1,0,STON/O2. 3101279,15.85,,S,"Hakkarainen, Mr. Pekka Pietari"
405,0,3,female,20,0,0,315096,8.6625,,S,"Oreskovic, Miss. Marija"
406,0,2,male,34,1,0,28664,21,,S,"Gale, Mr. Shadrach"
407,0,3,male,51,0,0,347064,7.75,,S,"Widegren, Mr. Carl/Charles Peter"
408,1,2,male,3,1,1,29106,18.75,,S,"Richards, Master. William Rowe"
409,0,3,male,21,0,0,312992,7.775,,S,"Birkeland, Mr. Hans Martin Monsen"
410,0,3,female,,3,1,4133,25.4667,,S,"Lefebre, Miss. Ida"
411,0,3,male,,0,0,349222,7.8958,,S,"Sdycoff, Mr. Todor"
412,0,3,male,,0,0,394140,6.8583,,Q,"Hart, Mr. Henry"
413,1,1,female,33,1,0,19928,90,C78,Q,"Minahan, Miss. Daisy E"
414,0,2,male,,0,0,239853,0,,S,"Cunningham, Mr. Alfred Fleming"
415,1,3,male,44,0,0,STON/O 2. 3101269,7.925,,S,"Sundman, Mr. Johan Julian"
416,0,3,female,,0,0,343095,8.05,,S,"Meek, Mrs. Thomas (Annie Louise Rowley)"
417,1,2,female,34,1,1,28220,32.5,,S,"Drew, Mrs. James Vivian (Lulu Thorne Christian)"
418,1,2,female,18,0,2,250652,13,,S,"Silven, Miss. Lyyli Karoliina"
419,0,2,male,30,0,0,28228,13,,S,"Matthews, Mr. William John"
420,0,3,female,10,0,2,345773,24.15,,S,"Van Impe, Miss. Catharina"
421,0,3,male,,0,0,349254,7.8958,,C,"Gheorgheff, Mr. Stanio"
422,0,3,male,21,0,0,A/5. 13032,7.7333,,Q,"Charters, Mr. David"
423,0,3,male,29,0,0,315082,7.875,,S,"Zimmerman, Mr. Leo"
424,0,3,female,28,1,1,347080,14.4,,S,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)"
425,0,3,male,18,1,1,370129,20.2125,,S,"Rosblom, Mr. Viktor Richard"
426,0,3,male,,0,0,A/4. 34244,7.25,,S,"Wiseman, Mr. Phillippe"
427,1,2,female,28,1,0,2003,26,,S,"Clarke, Mrs. Charles V (Ada Maria Winfield)"
428,1,2,female,19,0,0,250655,26,,S,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
429,0,3,male,,0,0,364851,7.75,,Q,"Flynn, Mr. James"
430,1,3,male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,"Pickard, Mr. Berk (Berk Trembisky)"
431,1,1,male,28,0,0,110564,26.55,C52,S,"Bjornstrom-Steffansson, Mr. Mauritz Hakan"
432,1,3,female,,1,0,376564,16.1,,S,"Thorneycroft, Mrs. Percival (Florence Kate White)"
433,1,2,female,42,1,0,SC/AH 3085,26,,S,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)"
434,0,3,male,17,0,0,STON/O 2. 3101274,7.125,,S,"Kallio, Mr. Nikolai Erland"
435,0,1,male,50,1,0,13507,55.9,E44,S,"Silvey, Mr. William Baird"
436,1,1,female,14,1,2,113760,120,B96 B98,S,"Carter, Miss. Lucile Polk"
437,0,3,female,21,2,2,W./C. 6608,34.375,,S,"Ford, Miss. Doolina Margaret ""Daisy"""
438,1,2,female,24,2,3,29106,18.75,,S,"Richards, Mrs. Sidney (Emily Hocking)"
439,0,1,male,64,1,4,19950,263,C23 C25 C27,S,"Fortune, Mr. Mark"
440,0,2,male,31,0,0,C.A. 18723,10.5,,S,"Kvillner, Mr. Johan Henrik Johannesson"
441,1,2,female,45,1,1,F.C.C. 13529,26.25,,S,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)"
442,0,3,male,20,0,0,345769,9.5,,S,"Hampe, Mr. Leon"
443,0,3,male,25,1,0,347076,7.775,,S,"Petterson, Mr. Johan Emil"
444,1,2,female,28,0,0,230434,13,,S,"Reynaldo, Ms. Encarnacion"
445,1,3,male,,0,0,65306,8.1125,,S,"Johannesen-Bratthammer, Mr. Bernt"
446,1,1,male,4,0,2,33638,81.8583,A34,S,"Dodge, Master. Washington"
447,1,2,female,13,0,1,250644,19.5,,S,"Mellinger, Miss. Madeleine Violet"
448,1,1,male,34,0,0,113794,26.55,,S,"Seward, Mr. Frederic Kimber"
449,1,3,female,5,2,1,2666,19.2583,,C,"Baclini, Miss. Marie Catherine"
450,1,1,male,52,0,0,113786,30.5,C104,S,"Peuchen, Major. Arthur Godfrey"
451,0,2,male,36,1,2,C.A. 34651,27.75,,S,"West, Mr. Edwy Arthur"
452,0,3,male,,1,0,65303,19.9667,,S,"Hagland, Mr. Ingvald Olai Olsen"
453,0,1,male,30,0,0,113051,27.75,C111,C,"Foreman, Mr. Benjamin Laventall"
454,1,1,male,49,1,0,17453,89.1042,C92,C,"Goldenberg, Mr. Samuel L"
455,0,3,male,,0,0,A/5 2817,8.05,,S,"Peduzzi, Mr. Joseph"
456,1,3,male,29,0,0,349240,7.8958,,C,"Jalsevac, Mr. Ivan"
457,0,1,male,65,0,0,13509,26.55,E38,S,"Millet, Mr. Francis Davis"
458,1,1,female,,1,0,17464,51.8625,D21,S,"Kenyon, Mrs. Frederick R (Marion)"
459,1,2,female,50,0,0,F.C.C. 13531,10.5,,S,"Toomey, Miss. Ellen"
460,0,3,male,,0,0,371060,7.75,,Q,"O'Connor, Mr. Maurice"
461,1,1,male,48,0,0,19952,26.55,E12,S,"Anderson, Mr. Harry"
462,0,3,male,34,0,0,364506,8.05,,S,"Morley, Mr. William"
463,0,1,male,47,0,0,111320,38.5,E63,S,"Gee, Mr. Arthur H"
464,0,2,male,48,0,0,234360,13,,S,"Milling, Mr. Jacob Christian"
465,0,3,male,,0,0,A/S 2816,8.05,,S,"Maisner, Mr. Simon"
466,0,3,male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,"Goncalves, Mr. Manuel Estanslas"
467,0,2,male,,0,0,239853,0,,S,"Campbell, Mr. William"
468,0,1,male,56,0,0,113792,26.55,,S,"Smart, Mr. John Montgomery"
469,0,3,male,,0,0,36209,7.725,,Q,"Scanlan, Mr. James"
470,1,3,female,0.75,2,1,2666,19.2583,,C,"Baclini, Miss. Helene Barbara"
471,0,3,male,,0,0,323592,7.25,,S,"Keefe, Mr. Arthur"
472,0,3,male,38,0,0,315089,8.6625,,S,"Cacic, Mr. Luka"
473,1,2,female,33,1,2,C.A. 34651,27.75,,S,"West, Mrs. Edwy Arthur (Ada Mary Worth)"
474,1,2,female,23,0,0,SC/AH Basle 541,13.7917,D,C,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"
475,0,3,female,22,0,0,7553,9.8375,,S,"Strandberg, Miss. Ida Sofia"
476,0,1,male,,0,0,110465,52,A14,S,"Clifford, Mr. George Quincy"
477,0,2,male,34,1,0,31027,21,,S,"Renouf, Mr. Peter Henry"
478,0,3,male,29,1,0,3460,7.0458,,S,"Braund, Mr. Lewis Richard"
479,0,3,male,22,0,0,350060,7.5208,,S,"Karlsson, Mr. Nils August"
480,1,3,female,2,0,1,3101298,12.2875,,S,"Hirvonen, Miss. Hildur E"
481,0,3,male,9,5,2,CA 2144,46.9,,S,"Goodwin, Master. Harold Victor"
482,0,2,male,,0,0,239854,0,,S,"Frost, Mr. Anthony Wood ""Archie"""
483,0,3,male,50,0,0,A/5 3594,8.05,,S,"Rouse, Mr. Richard Henry"
484,1,3,female,63,0,0,4134,9.5875,,S,"Turkula, Mrs. (Hedwig)"
485,1,1,male,25,1,0,11967,91.0792,B49,C,"Bishop, Mr. Dickinson H"
486,0,3,female,,3,1,4133,25.4667,,S,"Lefebre, Miss. Jeannie"
487,1,1,female,35,1,0,19943,90,C93,S,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)"
488,0,1,male,58,0,0,11771,29.7,B37,C,"Kent, Mr. Edward Austin"
489,0,3,male,30,0,0,A.5. 18509,8.05,,S,"Somerton, Mr. Francis William"
490,1,3,male,9,1,1,C.A. 37671,15.9,,S,"Coutts, Master. Eden Leslie ""Neville"""
491,0,3,male,,1,0,65304,19.9667,,S,"Hagland, Mr. Konrad Mathias Reiersen"
492,0,3,male,21,0,0,SOTON/OQ 3101317,7.25,,S,"Windelov, Mr. Einar"
493,0,1,male,55,0,0,113787,30.5,C30,S,"Molson, Mr. Harry Markland"
494,0,1,male,71,0,0,PC 17609,49.5042,,C,"Artagaveytia, Mr. Ramon"
495,0,3,male,21,0,0,A/4 45380,8.05,,S,"Stanley, Mr. Edward Roland"
496,0,3,male,,0,0,2627,14.4583,,C,"Yousseff, Mr. Gerious"
497,1,1,female,54,1,0,36947,78.2667,D20,C,"Eustis, Miss. Elizabeth Mussey"
498,0,3,male,,0,0,C.A. 6212,15.1,,S,"Shellard, Mr. Frederick William"
499,0,1,female,25,1,2,113781,151.55,C22 C26,S,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)"
500,0,3,male,24,0,0,350035,7.7958,,S,"Svensson, Mr. Olof"
501,0,3,male,17,0,0,315086,8.6625,,S,"Calic, Mr. Petar"
502,0,3,female,21,0,0,364846,7.75,,Q,"Canavan, Miss. Mary"
503,0,3,female,,0,0,330909,7.6292,,Q,"O'Sullivan, Miss. Bridget Mary"
504,0,3,female,37,0,0,4135,9.5875,,S,"Laitinen, Miss. Kristina Sofia"
505,1,1,female,16,0,0,110152,86.5,B79,S,"Maioni, Miss. Roberta"
506,0,1,male,18,1,0,PC 17758,108.9,C65,C,"Penasco y Castellana, Mr. Victor de Satode"
507,1,2,female,33,0,2,26360,26,,S,"Quick, Mrs. Frederick Charles (Jane Richards)"
508,1,1,male,,0,0,111427,26.55,,S,"Bradley, Mr. George (""George Arthur Brayton"")"
509,0,3,male,28,0,0,C 4001,22.525,,S,"Olsen, Mr. Henry Margido"
510,1,3,male,26,0,0,1601,56.4958,,S,"Lang, Mr. Fang"
511,1,3,male,29,0,0,382651,7.75,,Q,"Daly, Mr. Eugene Patrick"
512,0,3,male,,0,0,SOTON/OQ 3101316,8.05,,S,"Webber, Mr. James"
513,1,1,male,36,0,0,PC 17473,26.2875,E25,S,"McGough, Mr. James Robert"
514,1,1,female,54,1,0,PC 17603,59.4,,C,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)"
515,0,3,male,24,0,0,349209,7.4958,,S,"Coleff, Mr. Satio"
516,0,1,male,47,0,0,36967,34.0208,D46,S,"Walker, Mr. William Anderson"
517,1,2,female,34,0,0,C.A. 34260,10.5,F33,S,"Lemore, Mrs. (Amelia Milley)"
518,0,3,male,,0,0,371110,24.15,,Q,"Ryan, Mr. Patrick"
519,1,2,female,36,1,0,226875,26,,S,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)"
520,0,3,male,32,0,0,349242,7.8958,,S,"Pavlovic, Mr. Stefo"
521,1,1,female,30,0,0,12749,93.5,B73,S,"Perreault, Miss. Anne"
522,0,3,male,22,0,0,349252,7.8958,,S,"Vovk, Mr. Janko"
523,0,3,male,,0,0,2624,7.225,,C,"Lahoud, Mr. Sarkis"
524,1,1,female,44,0,1,111361,57.9792,B18,C,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)"
525,0,3,male,,0,0,2700,7.2292,,C,"Kassem, Mr. Fared"
526,0,3,male,40.5,0,0,367232,7.75,,Q,"Farrell, Mr. James"
527,1,2,female,50,0,0,W./C. 14258,10.5,,S,"Ridsdale, Miss. Lucy"
528,0,1,male,,0,0,PC 17483,221.7792,C95,S,"Farthing, Mr. John"
529,0,3,male,39,0,0,3101296,7.925,,S,"Salonen, Mr. Johan Werner"
530,0,2,male,23,2,1,29104,11.5,,S,"Hocking, Mr. Richard George"
531,1,2,female,2,1,1,26360,26,,S,"Quick, Miss. Phyllis May"
532,0,3,male,,0,0,2641,7.2292,,C,"Toufik, Mr. Nakli"
533,0,3,male,17,1,1,2690,7.2292,,C,"Elias, Mr. Joseph Jr"
534,1,3,female,,0,2,2668,22.3583,,C,"Peter, Mrs. Catherine (Catherine Rizk)"
535,0,3,female,30,0,0,315084,8.6625,,S,"Cacic, Miss. Marija"
536,1,2,female,7,0,2,F.C.C. 13529,26.25,,S,"Hart, Miss. Eva Miriam"
537,0,1,male,45,0,0,113050,26.55,B38,S,"Butt, Major. Archibald Willingham"
538,1,1,female,30,0,0,PC 17761,106.425,,C,"LeRoy, Miss. Bertha"
539,0,3,male,,0,0,364498,14.5,,S,"Risien, Mr. Samuel Beard"
540,1,1,female,22,0,2,13568,49.5,B39,C,"Frolicher, Miss. Hedwig Margaritha"
541,1,1,female,36,0,2,WE/P 5735,71,B22,S,"Crosby, Miss. Harriet R"
542,0,3,female,9,4,2,347082,31.275,,S,"Andersson, Miss. Ingeborg Constanzia"
543,0,3,female,11,4,2,347082,31.275,,S,"Andersson, Miss. Sigrid Elisabeth"
544,1,2,male,32,1,0,2908,26,,S,"Beane, Mr. Edward"
545,0,1,male,50,1,0,PC 17761,106.425,C86,C,"Douglas, Mr. Walter Donald"
546,0,1,male,64,0,0,693,26,,S,"Nicholson, Mr. Arthur Ernest"
547,1,2,female,19,1,0,2908,26,,S,"Beane, Mrs. Edward (Ethel Clarke)"
548,1,2,male,,0,0,SC/PARIS 2146,13.8625,,C,"Padro y Manent, Mr. Julian"
549,0,3,male,33,1,1,363291,20.525,,S,"Goldsmith, Mr. Frank John"
550,1,2,male,8,1,1,C.A. 33112,36.75,,S,"Davies, Master. John Morgan Jr"
551,1,1,male,17,0,2,17421,110.8833,C70,C,"Thayer, Mr. John Borland Jr"
552,0,2,male,27,0,0,244358,26,,S,"Sharp, Mr. Percival James R"
553,0,3,male,,0,0,330979,7.8292,,Q,"O'Brien, Mr. Timothy"
554,1,3,male,22,0,0,2620,7.225,,C,"Leeni, Mr. Fahim (""Philip Zenni"")"
555,1,3,female,22,0,0,347085,7.775,,S,"Ohman, Miss. Velin"
556,0,1,male,62,0,0,113807,26.55,,S,"Wright, Mr. George"
557,1,1,female,48,1,0,11755,39.6,A16,C,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")"
558,0,1,male,,0,0,PC 17757,227.525,,C,"Robbins, Mr. Victor"
559,1,1,female,39,1,1,110413,79.65,E67,S,"Taussig, Mrs. Emil (Tillie Mandelbaum)"
560,1,3,female,36,1,0,345572,17.4,,S,"de Messemaeker, Mrs. Guillaume Joseph (Emma)"
561,0,3,male,,0,0,372622,7.75,,Q,"Morrow, Mr. Thomas Rowan"
562,0,3,male,40,0,0,349251,7.8958,,S,"Sivic, Mr. Husein"
563,0,2,male,28,0,0,218629,13.5,,S,"Norman, Mr. Robert Douglas"
564,0,3,male,,0,0,SOTON/OQ 392082,8.05,,S,"Simmons, Mr. John"
565,0,3,female,,0,0,SOTON/O.Q. 392087,8.05,,S,"Meanwell, Miss. (Marion Ogden)"
566,0,3,male,24,2,0,A/4 48871,24.15,,S,"Davies, Mr. Alfred J"
567,0,3,male,19,0,0,349205,7.8958,,S,"Stoytcheff, Mr. Ilia"
568,0,3,female,29,0,4,349909,21.075,,S,"Palsson, Mrs. Nils (Alma Cornelia Berglund)"
569,0,3,male,,0,0,2686,7.2292,,C,"Doharr, Mr. Tannous"
570,1,3,male,32,0,0,350417,7.8542,,S,"Jonsson, Mr. Carl"
571,1,2,male,62,0,0,S.W./PP 752,10.5,,S,"Harris, Mr. George"
572,1,1,female,53,2,0,11769,51.4792,C101,S,"Appleton, Mrs. Edward Dale (Charlotte Lamson)"
573,1,1,male,36,0,0,PC 17474,26.3875,E25,S,"Flynn, Mr. John Irwin (""Irving"")"
574,1,3,female,,0,0,14312,7.75,,Q,"Kelly, Miss. Mary"
575,0,3,male,16,0,0,A/4. 20589,8.05,,S,"Rush, Mr. Alfred George John"
576,0,3,male,19,0,0,358585,14.5,,S,"Patchett, Mr. George"
577,1,2,female,34,0,0,243880,13,,S,"Garside, Miss. Ethel"
578,1,1,female,39,1,0,13507,55.9,E44,S,"Silvey, Mrs. William Baird (Alice Munger)"
579,0,3,female,,1,0,2689,14.4583,,C,"Caram, Mrs. Joseph (Maria Elias)"
580,1,3,male,32,0,0,STON/O 2. 3101286,7.925,,S,"Jussila, Mr. Eiriik"
581,1,2,female,25,1,1,237789,30,,S,"Christy, Miss. Julie Rachel"
582,1,1,female,39,1,1,17421,110.8833,C68,C,"Thayer, Mrs. John Borland (Marian Longstreth Morris)"
583,0,2,male,54,0,0,28403,26,,S,"Downton, Mr. William James"
584,0,1,male,36,0,0,13049,40.125,A10,C,"Ross, Mr. John Hugo"
585,0,3,male,,0,0,3411,8.7125,,C,"Paulner, Mr. Uscher"
586,1,1,female,18,0,2,110413,79.65,E68,S,"Taussig, Miss. Ruth"
587,0,2,male,47,0,0,237565,15,,S,"Jarvis, Mr. John Denzil"
588,1,1,male,60,1,1,13567,79.2,B41,C,"Frolicher-Stehli, Mr. Maxmillian"
589,0,3,male,22,0,0,14973,8.05,,S,"Gilinski, Mr. Eliezer"
590,0,3,male,,0,0,A./5. 3235,8.05,,S,"Murdlin, Mr. Joseph"
591,0,3,male,35,0,0,STON/O 2. 3101273,7.125,,S,"Rintamaki, Mr. Matti"
592,1,1,female,52,1,0,36947,78.2667,D20,C,"Stephenson, Mrs. Walter Bertram (Martha Eustis)"
593,0,3,male,47,0,0,A/5 3902,7.25,,S,"Elsbury, Mr. William James"
594,0,3,female,,0,2,364848,7.75,,Q,"Bourke, Miss. Mary"
595,0,2,male,37,1,0,SC/AH 29037,26,,S,"Chapman, Mr. John Henry"
596,0,3,male,36,1,1,345773,24.15,,S,"Van Impe, Mr. Jean Baptiste"
597,1,2,female,,0,0,248727,33,,S,"Leitch, Miss. Jessie Wills"
598,0,3,male,49,0,0,LINE,0,,S,"Johnson, Mr. Alfred"
599,0,3,male,,0,0,2664,7.225,,C,"Boulos, Mr. Hanna"
600,1,1,male,49,1,0,PC 17485,56.9292,A20,C,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")"
601,1,2,female,24,2,1,243847,27,,S,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)"
602,0,3,male,,0,0,349214,7.8958,,S,"Slabenoff, Mr. Petco"
603,0,1,male,,0,0,113796,42.4,,S,"Harrington, Mr. Charles H"
604,0,3,male,44,0,0,364511,8.05,,S,"Torber, Mr. Ernst William"
605,1,1,male,35,0,0,111426,26.55,,C,"Homer, Mr. Harry (""Mr E Haven"")"
606,0,3,male,36,1,0,349910,15.55,,S,"Lindell, Mr. Edvard Bengtsson"
607,0,3,male,30,0,0,349246,7.8958,,S,"Karaic, Mr. Milan"
608,1,1,male,27,0,0,113804,30.5,,S,"Daniel, Mr. Robert Williams"
609,1,2,female,22,1,2,SC/Paris 2123,41.5792,,C,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)"
